Time,ID,Lat,Lon,Alt,WiFi Networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10,
2017-10-27 16:15:37, A3003_28_171012,32.16881033,34.81237006,35,4,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2457,-79,May,14:cc:20:eb:cb:c6,2412,-86,HOTBOX-D1D7,fc:b4:e6:cf:d1:dd,2412,-88,Fuck Off Yourself,16:ae:db:c1:ae:55,2452,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:15:52, A3003_28_171012,32.16874461,34.8109685,26,10,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2412,-69,
2017-10-27 16:16:07, A3003_28_171012,32.16828882,34.81039765,26,6,Rina,00:26:5a:77:8c:db,2437,-83,GUYFI,c8:60:00:b1:d4:50,2422,-83,Oberyn Martell,18:d6:c7:fb:1c:0e,2447,-84,BARON WIFI 2.4,60:e3:27:bf:a1:a5,2462,-84,simon,e4:6f:13:73:0a:c2,2447,-86,Levy,d8:fb:5e:f5:82:9a,2457,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:16:09, A3003_28_171012,32.16808141,34.81029707,27,4,kessel_2,90:ef:68:30:6b:69,2432,-81,888Corp,0a:8d:db:6e:71:13,2412,-83,RS_GUEST,ec:08:6b:38:0d:dd,2472,-89,888Free,06:8d:db:6e:71:13,2412,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:16:26, A3003_28_171012,32.167987,34.8101175,0,10,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2437,-77,
2017-10-27 16:16:37, A3003_28_171012,32.16754658,34.80978436,-1,2,MOULY MAISON,00:78:9e:fa:15:91,2412,-88,,06:8d:db:6e:71:be,2462,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:16:41, A3003_28_171012,32.1675522,34.80978999,1,1,,06:8d:db:6e:71:be,2462,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:17:05, A3003_28_171012,32.16755364,34.80979362,11,1,Shaked-Guest WiFi,b0:aa:77:f1:3a:68,2462,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:17:17, A3003_28_171012,32.16755398,34.80979445,4,2,iFOREX,f8:d1:11:b1:92:93,2472,-92,888Free,06:8d:db:6e:71:26,2437,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:17:29, A3003_28_171012,32.16755202,34.80979461,5,1,888Corp,0a:8d:db:6e:71:6d,2412,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:17:37, A3003_28_171012,32.16755091,34.80979544,5,1,Guest Neetwork MM,94:f6:65:1b:b2:28,2432,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:17, A3003_28_171012,32.16755145,34.80980057,6,1,MOULY MAISON,00:78:9e:fa:15:91,2412,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:22, A3003_28_171012,32.16755113,34.80980159,7,3,888Free,06:8d:db:6e:71:bf,2412,-76,888Free,06:8d:db:6e:71:6d,2412,-77,KaymeraGuest,00:f6:63:15:58:82,2412,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:37, A3003_28_171012,32.16750025,34.80973813,7,2,RS_GUEST_5G,ec:08:6b:38:0d:dc,5240,-90,888Free,06:8d:db:6e:71:c1,2462,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:39, A3003_28_171012,32.16743172,34.80965767,9,4,RS_GUEST,ec:08:6b:38:0d:dd,2472,-79,888Corp,0a:8d:db:6e:71:c1,2462,-83,888Corp,0a:8d:cb:6e:71:c1,5180,-91,888Guest,02:8d:db:6e:71:c1,2462,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:43, A3003_28_171012,32.16723978,34.80937232,11,1,BARON WIFI 2.4,60:e3:27:bf:a1:a5,2462,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:47, A3003_28_171012,32.16700959,34.80909138,15,10,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,888Guest,02:8d:db:6e:71:bf,2412,-81,
2017-10-27 16:18:49, A3003_28_171012,32.16691973,34.80897673,16,10,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,BlueSnap-Guest-2.4GHz,00:02:6f:bb:fd:ac,2412,-79,
2017-10-27 16:18:52, A3003_28_171012,32.16686798,34.80890046,16,1,Bezeq2.4,14:ae:db:b3:7b:65,2437,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:18:59, A3003_28_171012,32.16683927,34.80867405,18,10,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,
2017-10-27 16:19:00, A3003_28_171012,32.1668791,34.80858578,18,4,RS_GUEST,ec:08:6b:38:0d:dd,2472,-79,888Corp,0a:8d:db:6e:71:c1,2462,-83,888Corp,0a:8d:cb:6e:71:c1,5180,-91,888Guest,02:8d:db:6e:71:c1,2462,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:04, A3003_28_171012,32.16706188,34.80808428,21,5,Mouly,7c:b7:33:2e:76:73,2462,-85,888Guest,02:8d:db:6e:71:be,2462,-89,Efrat Networks MM,94:f6:65:5b:b2:28,2432,-88,888Guest,02:8d:db:6e:71:6d,2412,-83,lavel-2,74:da:38:ae:91:7b,2417,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:05, A3003_28_171012,32.16711356,34.80794417,22,9,INGENEO,cc:b2:55:e8:4c:e6,2437,-90,Kadabra-AP,00:1d:aa:7c:8c:f8,2462,-81,HRZBOUTIKUE,14:ae:db:a3:90:15,2462,-87,brieftrace,90:8d:78:51:52:fc,2467,-85,contigo,10:be:f5:3a:26:60,2422,-91,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,2422,-92,Pitarohecht,00:02:6f:a6:f1:f3,2412,-86,HP-Print-A0-LaserJet Pro MFP,30:f7:72:6e:8e:a0,2437,-79,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,2412,-89,null,null,null,null,
2017-10-27 16:19:06, A3003_28_171012,32.167165,34.80780145,23,1,Bezeq2.4,14:ae:db:b3:7b:65,2437,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:07, A3003_28_171012,32.16721855,34.80765863,24,10,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,
2017-10-27 16:19:09, A3003_28_171012,32.16732278,34.80736423,24,2,edimax_repeater,74:da:38:50:ce:4c,2417,-79,Guest Neetwork MM,94:f6:65:1b:b2:28,2432,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:12, A3003_28_171012,32.16746832,34.80697634,26,1,Efrat Networks MM,94:f6:65:5b:b2:28,2432,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:13, A3003_28_171012,32.16751585,34.80685138,26,1,INGENEO,cc:b2:55:e8:4c:e6,2437,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:15, A3003_28_171012,32.16759766,34.80661675,27,10,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,HOTFiber-2017,18:1e:78:86:00:63,2412,-72,
2017-10-27 16:19:19, A3003_28_171012,32.16773843,34.80626298,31,4,edimax_repeater,74:da:38:50:ce:4c,2417,-79,Guest Neetwork MM,94:f6:65:1b:b2:28,2432,-78,Annatel_3372.5,74:da:38:a9:0c:43,5220,-92,Partner-4G-86E5,b0:89:00:d8:86:e5,2457,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:22, A3003_28_171012,32.16779112,34.80616419,32,4,Annatel_3372,74:da:38:a9:0c:3e,2417,-79,shor_Ext,e2:91:f5:b6:ec:a8,2462,-88,ZVIN,4c:60:de:4c:5d:44,2462,-93,ApartmentD,c0:ff:d4:d1:e3:20,2462,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:30, A3003_28_171012,32.16780373,34.80615479,33,2,Annatel_3372.5,74:da:38:a9:0c:43,5220,-86,P-HOME,2c:5d:93:11:60:b8,2467,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:37, A3003_28_171012,32.16794511,34.80590359,35,2,Home,14:ae:db:53:0c:2d,2437,-79,DIRECT-52-HP DeskJet 3830 series,94:57:a5:4d:eb:8b,2437,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:40, A3003_28_171012,32.16799504,34.80557036,36,4,hagit_2.4,6c:b0:ce:33:a4:d5,2412,-86,gabriel,90:8d:78:50:6a:12,2462,-90,BezeqFree,62:8d:78:50:6a:13,2462,-94,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:43, A3003_28_171012,32.16805121,34.80516057,35,3,Annatel_3372,74:da:38:a9:0c:3e,2417,-78,shor_Ext,e2:91:f5:b6:ec:a8,2462,-89,Partner-4G-86E5,b0:89:00:d8:86:e5,2457,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:44, A3003_28_171012,32.16806778,34.80502255,34,2,Annatel_3372.5,74:da:38:a9:0c:43,5220,-86,P-HOME,2c:5d:93:11:60:b8,2467,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:45, A3003_28_171012,32.16808034,34.80487698,35,2,Home,14:ae:db:53:0c:2d,2437,-83,DIRECT-52-HP DeskJet 3830 series,94:57:a5:4d:eb:8b,2437,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:50, A3003_28_171012,32.16814986,34.80417714,36,10,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,irit,c0:ac:54:f7:82:21,2462,-79,
2017-10-27 16:19:51, A3003_28_171012,32.16816816,34.80404964,36,3,Annatel_3372,74:da:38:a9:0c:3e,2417,-78,shor_Ext,e2:91:f5:b6:ec:a8,2462,-89,Partner-4G-86E5,b0:89:00:d8:86:e5,2457,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:52, A3003_28_171012,32.16818308,34.8039369,36,3,Biana_n,14:ae:db:b2:8e:75,2462,-74,netbo1,d0:d4:12:68:0a:0a,2462,-79,klara-012,c4:12:f5:fd:d1:94,2417,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:19:53, A3003_28_171012,32.16819679,34.80383979,37,1,Home,14:ae:db:53:0c:2d,2437,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:00, A3003_28_171012,32.1682325,34.80357613,36,3,DIRECT-06-HP OfficeJet Pro 8710,70:5a:0f:a2:3f:61,2437,-81,HOT123,c0:ac:54:f6:c5:4b,2412,-82,anna2.4,a0:ab:1b:62:76:ac,2417,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:11, A3003_28_171012,32.16822677,34.803571,37,1,Student,82:2a:a8:18:13:88,2462,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:21, A3003_28_171012,32.1682422,34.80343427,36,4,HOTBOX,7c:03:4c:fe:ba:1b,2412,-84,BezeqFree,6a:12:f5:84:50:41,2447,-85,opus7,c4:12:f5:84:50:40,2447,-85,tania_2.4,70:62:b8:31:1d:80,2462,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:22, A3003_28_171012,32.16824759,34.80336196,37,4,NIPPON_8102,08:97:58:33:74:72,2417,-83,bz46564990,48:ee:0c:3a:19:c7,2457,-91,Consm,50:c7:bf:7d:66:22,2432,-94,vue sur mer_2.4,a4:2b:8c:98:db:d2,2412,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:28, A3003_28_171012,32.16826436,34.80292121,35,3,netbo1,d0:d4:12:68:0a:0a,2462,-86,klara-012,c4:12:f5:fd:d1:94,2417,-86,Biana_n,14:ae:db:b2:8e:75,2462,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:31, A3003_28_171012,32.16828018,34.80265279,34,10,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,Bezeq Free,5a:b0:ce:33:a4:d6,2412,-75,
2017-10-27 16:20:32, A3003_28_171012,32.16828953,34.80256887,33,3,HOT123,c0:ac:54:f6:c5:4b,2412,-86,anna2.4,a0:ab:1b:62:76:ac,2417,-93,Student,82:2a:a8:18:13:88,2462,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:34, A3003_28_171012,32.16830652,34.80238766,33,4,HOTBOX,7c:03:4c:fe:ba:1b,2412,-84,BezeqFree,6a:12:f5:84:50:41,2447,-85,opus7,c4:12:f5:84:50:40,2447,-84,tania_2.4,70:62:b8:31:1d:80,2462,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:35, A3003_28_171012,32.16831806,34.80229988,33,4,NIPPON_8102,08:97:58:33:74:72,2417,-83,bz46564990,48:ee:0c:3a:19:c7,2457,-91,Consm,50:c7:bf:7d:66:22,2432,-94,vue sur mer_2.4,a4:2b:8c:98:db:d2,2412,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:37, A3003_28_171012,32.16833495,34.80211096,32,9,elneuron,e8:fc:af:92:b9:87,2412,-81,Shiri1000_2.4,10:5a:f7:0e:5d:f5,2412,-77,HOTBOX-81C2,7c:03:4c:ba:aa:42,2437,-78,HomeVFS,7c:b7:33:bf:bb:5f,2437,-86,DIRECT-BB-HP OfficeJet 3830,30:e1:71:08:fe:bc,2462,-86,I.L.L,a0:63:91:78:40:b2,2462,-88,HOTBOX,a4:08:f5:2e:23:af,2412,-89,HOTBOX,00:78:9e:fb:be:f6,2412,-90,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-95,null,null,null,null,
2017-10-27 16:20:41, A3003_28_171012,32.16837414,34.80172666,32,10,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,
2017-10-27 16:20:42, A3003_28_171012,32.16838391,34.80162958,32,10,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,Student,46:d9:e7:04:ff:09,2437,-79,
2017-10-27 16:20:43, A3003_28_171012,32.16839075,34.80153149,31,2,anna2.4,a0:ab:1b:62:76:ac,2417,-93,Student,82:2a:a8:18:13:88,2462,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:45, A3003_28_171012,32.16841289,34.80133696,32,2,BezeqFree,6a:12:f5:84:50:41,2447,-85,opus7,c4:12:f5:84:50:40,2447,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:46, A3003_28_171012,32.16842191,34.80124529,32,4,NIPPON_8102,08:97:58:33:74:72,2417,-83,bz46564990,48:ee:0c:3a:19:c7,2457,-91,Consm,50:c7:bf:7d:66:22,2432,-94,vue sur mer_2.4,a4:2b:8c:98:db:d2,2412,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:48, A3003_28_171012,32.1684422,34.80105362,32,8,elneuron,e8:fc:af:92:b9:87,2412,-81,Shiri1000_2.4,10:5a:f7:0e:5d:f5,2412,-77,HOTBOX-81C2,7c:03:4c:ba:aa:42,2437,-78,HomeVFS,7c:b7:33:bf:bb:5f,2437,-86,DIRECT-BB-HP OfficeJet 3830,30:e1:71:08:fe:bc,2462,-86,I.L.L,a0:63:91:78:40:b2,2462,-88,HOTBOX,a4:08:f5:2e:23:af,2412,-89,HOTBOX,00:78:9e:fb:be:f6,2412,-90,null,null,null,null,null,null,null,null,
2017-10-27 16:20:51, A3003_28_171012,32.16847482,34.80076466,32,7,Chen,14:ae:db:30:c9:d2,2417,-77,BezeqFree,14:af:db:30:c9:d2,2417,-78,japan,70:62:b8:30:f8:4e,2412,-83,Chen_5,14:ae:db:30:c9:d5,5240,-91,joy,9c:d6:43:23:0c:9c,2437,-84,pollock24,04:a1:51:d0:22:a5,2422,-85,hadad,70:62:b8:30:db:f8,2412,-79,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:20:52, A3003_28_171012,32.16848744,34.80067508,32,10,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,MEIR_2.4,a0:4f:d4:2c:5e:11,2412,-78,
2017-10-27 16:20:53, A3003_28_171012,32.16849248,34.80059962,31,2,hagit_2.4,6c:b0:ce:33:a4:d5,2412,-82,dserota,00:1b:9e:7a:43:13,2437,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:21:02, A3003_28_171012,32.16859445,34.80025492,29,10,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,DanAccadia,0c:f4:d5:1b:38:e8,2452,-80,
2017-10-27 16:21:03, A3003_28_171012,32.16863449,34.80024121,29,1,vue sur mer_2.4,a4:2b:8c:98:db:d2,2412,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
2017-10-27 16:21:07, A3003_28_171012,32.16888669,34.80024686,30,5,Video Connection,6c:b0:ce:e8:2a:b0,2412,-78,stefan,e0:ce:c3:8c:2b:5a,2437,-87,,0c:f4:d5:5b:09:98,2472,-85,DanAccadia,0c:f4:d5:1b:08:58,2467,-88,DanAccadia,0c:f4:d5:1b:09:98,2472,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
